udi,type,rotational_speed_rpm,torque_nm,tool_wear_min,diff_temperature_k
1140,M,1569,33.3,141,10.899999999999977
5280,L,1522,35.8,133,9.399999999999977
2515,L,2069,18.7,27,9.700000000000045
4399,M,1563,37.8,31,7.800000000000011
6145,M,1615,37.7,153,10.0
6481,L,1775,26.6,149,9.199999999999989
1513,H,1503,36.3,5,10.699999999999989
9709,L,1664,29.7,89,11.100000000000023
7401,M,1633,34.2,151,11.0
1762,L,1950,20.3,202,9.5
5478,L,1763,26.5,184,9.400000000000034
8480,L,1627,33.4,99,11.099999999999966
636,L,1858,23.9,114,11.699999999999989
1963,L,1391,48.6,109,9.699999999999989
400,L,1392,49.7,174,11.0
2893,L,1329,54.3,80,8.900000000000034
5907,L,1533,35.6,198,9.600000000000023
504,M,1442,48.1,0,11.599999999999966
712,L,1443,46.2,110,11.199999999999989
1506,L,1626,36.7,210,10.699999999999989
8653,H,1461,41.5,108,11.0
8706,L,1437,52.4,37,11.400000000000034
8964,M,1687,30.4,82,10.699999999999989
3990,L,1602,32.8,120,9.100000000000023
5164,M,1713,23.5,50,9.199999999999989
7269,L,1543,36.2,30,10.100000000000023
9580,L,1589,33.5,5,11.199999999999989
3199,M,1463,45.7,11,9.100000000000023
3772,M,1384,49.7,192,8.699999999999989
9913,L,1327,58.8,9,10.299999999999955
4381,L,1410,49.0,223,7.7000000000000455
5981,M,1654,32.0,180,10.099999999999966
5228,L,1440,41.1,12,9.200000000000045
7305,L,1394,44.3,121,10.399999999999977
4027,M,1574,34.1,215,8.899999999999977
5424,L,1647,31.8,52,9.699999999999989
1413,M,1415,53.2,194,11.099999999999966
8772,L,1536,39.0,202,11.100000000000023
8611,L,1561,38.3,0,10.900000000000034
4654,M,1594,35.5,13,8.0
7183,L,2158,16.8,32,10.0
3257,L,1519,39.6,167,8.699999999999989
1832,M,1315,54.0,180,9.5
9949,L,1804,25.1,108,9.600000000000023
3885,H,1626,36.0,44,9.0
4462,L,1642,30.8,195,7.800000000000011
2823,L,1593,38.1,140,9.300000000000011
2927,L,1507,52.4,163,9.0
9262,H,1470,38.4,10,10.699999999999989
2594,H,1415,54.0,6,9.600000000000023
8668,M,1455,46.1,147,11.300000000000011
8004,M,1274,67.3,159,11.199999999999989
7569,L,1627,33.7,147,10.800000000000011
3680,L,1725,34.0,170,9.300000000000011
2072,M,1313,60.0,186,9.900000000000034
9639,H,1393,44.9,162,11.099999999999966
7962,L,1264,59.0,57,11.199999999999989
7860,M,1370,44.8,20,11.399999999999977
6627,L,1613,42.5,97,9.0
8040,L,1560,31.8,21,11.099999999999966
1018,L,1637,31.6,27,10.899999999999977
2861,H,1463,49.2,235,8.799999999999955
6717,L,1387,53.6,94,9.300000000000011
2817,L,1434,47.3,127,9.299999999999955
7253,H,1501,42.9,212,10.199999999999989
1948,L,1462,49.9,69,9.900000000000034
8280,L,1803,25.4,209,11.800000000000011
4438,L,1578,31.2,139,7.800000000000011
5959,L,1533,38.5,117,10.199999999999989
7684,L,1524,43.5,222,11.0
454,L,1510,36.2,92,11.300000000000011
8731,H,1569,33.9,93,11.399999999999977
1593,L,1592,38.2,211,10.299999999999955
1775,M,1519,37.3,29,9.5
7803,L,1429,58.2,103,11.400000000000034
3061,L,1882,23.8,84,9.100000000000023
8766,L,1353,49.4,188,11.400000000000034
5810,H,1580,36.6,184,9.699999999999989
9014,H,1435,43.0,202,10.800000000000011
9658,L,1484,39.6,212,11.0
8301,L,1558,37.6,44,11.400000000000034
3127,L,1499,35.7,46,9.399999999999977
4958,M,1768,23.9,149,8.800000000000011
9445,L,2136,15.9,78,10.799999999999955
8861,M,1488,37.3,30,11.200000000000045
1175,M,1352,44.4,0,11.0
6602,M,1347,47.9,29,9.199999999999989
7343,M,1661,34.5,6,10.600000000000023
5056,H,1378,45.6,184,9.099999999999966
654,L,2015,20.1,161,11.5
6264,M,1698,27.3,14,9.600000000000023
6775,H,1747,27.3,35,9.5
9787,M,1738,27.3,79,10.900000000000034
462,L,1402,40.2,114,11.300000000000011
9292,L,1353,57.8,89,10.800000000000011
9688,M,1649,31.6,41,11.0
5388,L,1433,50.0,216,9.399999999999977
5492,M,1350,58.6,2,9.5
9965,L,1766,26.5,145,9.599999999999966
6671,L,1998,20.2,210,9.100000000000023
9746,L,1611,32.4,183,11.199999999999989
6379,L,1514,44.6,98,9.600000000000023
7676,L,1447,45.4,204,11.100000000000023
138,L,1297,55.3,148,9.900000000000034
9010,L,1579,34.4,193,10.599999999999966
576,M,1410,55.4,188,12.0
3714,L,1565,35.6,41,9.199999999999989
2874,H,1555,37.9,24,8.799999999999955
5404,L,1858,25.4,2,9.600000000000023
8036,L,1910,19.7,13,11.0
7708,H,1679,27.5,59,10.899999999999977
2955,H,1691,28.0,36,8.799999999999955
1295,L,1486,40.3,126,11.099999999999966
4861,M,1504,49.5,109,8.799999999999955
2066,L,1419,45.1,170,9.900000000000034
7057,M,1409,50.6,141,9.699999999999989
861,H,1541,32.6,33,10.799999999999955
3151,L,1513,32.9,117,9.400000000000034
5601,L,1487,36.6,84,9.300000000000011
4091,L,2197,15.8,133,8.5
3588,H,1478,38.6,141,8.699999999999989
8215,L,1391,45.8,38,11.300000000000011
3974,L,1535,41.8,77,9.099999999999966
8514,M,1478,36.5,182,11.300000000000011
9293,L,1643,34.1,91,10.800000000000011
6525,L,1874,24.8,47,9.299999999999955
5940,L,1409,60.9,73,10.0
5201,L,1416,58.7,156,9.0
9039,L,2358,14.9,49,11.0
1605,L,1452,39.8,21,10.0
8833,L,1651,34.1,163,11.400000000000034
7638,H,1445,52.4,105,11.0
6075,M,1533,39.3,194,9.800000000000011
445,L,1582,37.2,68,11.0
6191,L,1749,26.4,40,10.0
3343,L,1382,52.4,165,9.300000000000011
3783,L,1827,23.8,9,8.600000000000023
4637,L,1466,43.0,210,8.300000000000011
3290,M,1295,56.6,39,8.900000000000034
3429,L,1391,49.4,164,9.0
2381,L,1242,60.9,117,9.100000000000023
8790,L,1471,43.9,45,11.100000000000023
4615,H,1503,37.0,152,8.199999999999989
5324,M,1399,48.4,34,9.300000000000011
295,M,1372,51.1,116,10.399999999999977
1025,L,1711,29.9,42,11.100000000000023
5689,M,1423,44.6,93,9.399999999999977
8118,L,1406,47.5,14,11.399999999999977
7554,L,1505,39.6,107,11.0
8748,L,1504,42.0,142,11.199999999999989
7649,L,1552,28.8,135,11.0
2327,M,1487,52.6,205,9.300000000000011
5714,L,1596,38.0,156,9.699999999999989
3218,L,2025,21.4,64,8.899999999999977
2403,L,1325,51.0,171,9.5
5161,L,1434,50.1,43,9.099999999999966
6916,L,1484,36.2,188,10.399999999999977
6408,M,1611,29.0,177,9.599999999999966
7212,L,1431,40.3,101,9.899999999999977
2449,L,1440,42.5,87,9.5
5921,L,1764,25.9,27,9.699999999999989
5426,L,1775,27.9,56,9.699999999999989
9678,L,2033,19.3,15,11.100000000000023
3748,L,1499,38.8,135,8.600000000000023
7936,M,1356,44.3,214,11.099999999999966
4022,H,1452,42.5,198,8.799999999999955
2044,M,1597,30.3,115,9.800000000000011
3817,L,1459,47.6,93,8.5
3848,M,1450,45.7,175,8.699999999999989
8811,M,1625,32.8,92,11.199999999999989
4058,L,1495,38.6,52,8.899999999999977
312,M,1453,44.1,165,10.600000000000023
7654,L,1492,44.6,149,11.100000000000023
1369,H,1708,27.1,78,11.5
4886,H,1748,25.1,175,8.699999999999989
2386,L,1524,34.1,128,9.199999999999989
7680,L,1635,32.4,213,11.0
6788,H,1388,58.5,68,9.5
5405,H,1422,46.1,4,9.699999999999989
363,H,1640,30.9,79,10.699999999999989
4565,L,1516,39.5,23,8.0
177,L,1618,34.7,39,9.900000000000034
1433,L,1437,42.8,23,11.0
2142,M,1577,34.9,160,9.599999999999966
3173,M,1488,41.3,172,9.300000000000011
987,H,1638,32.5,146,10.700000000000045
4889,L,1512,39.2,184,8.699999999999989
8336,M,2240,15.9,144,10.800000000000011
9946,L,1578,37.8,101,9.699999999999989
2141,L,1419,46.6,158,9.699999999999989
7628,L,1445,44.8,83,11.199999999999989
8394,L,1428,43.5,87,11.0
8757,L,1761,26.2,164,11.199999999999989
7811,L,2218,17.0,123,11.399999999999977
8165,L,1472,40.9,137,11.299999999999955
5156,H,1625,37.3,27,9.100000000000023
3646,L,1413,43.5,83,9.300000000000011
2157,M,1457,41.5,201,9.5
6596,M,1460,38.6,14,9.199999999999989
3230,L,1442,43.2,96,8.799999999999955
9801,H,1421,50.3,124,10.800000000000011
7158,L,1486,40.1,182,9.800000000000011
6002,M,1380,47.3,5,9.800000000000011
8510,M,1870,22.5,170,11.300000000000011
7880,M,1535,40.3,71,11.5
9442,L,1432,43.4,68,10.699999999999989
1491,L,1341,43.8,171,10.800000000000011
460,L,1476,42.3,107,11.200000000000045
3574,L,1452,48.4,110,8.800000000000011
8883,L,1378,49.7,94,11.199999999999989
1951,M,1479,47.6,76,9.899999999999977
2325,L,1636,29.9,201,9.5
737,L,1555,38.2,175,11.400000000000034
1591,L,1497,37.7,207,10.199999999999989
4933,L,1418,44.7,83,8.800000000000011
5437,M,1679,30.9,79,9.600000000000023
4198,L,1573,36.5,193,8.600000000000023
15,L,2035,19.6,40,10.599999999999966
5719,L,1621,32.5,169,9.600000000000023
7695,H,1500,36.7,17,11.099999999999966
9062,M,1863,26.0,110,11.199999999999989
3847,L,1403,47.2,173,8.599999999999966
1043,L,1542,37.4,88,11.0
1388,L,1823,26.1,131,11.200000000000045
4300,L,1402,50.1,3,8.400000000000034
3062,L,1353,58.7,86,9.0
7140,L,1495,42.3,132,9.5
1087,L,1455,49.0,204,10.899999999999977
8225,L,1496,35.2,60,11.399999999999977
8697,L,1413,49.8,12,11.400000000000034
2510,L,1511,35.9,16,9.899999999999977
2484,M,1402,49.8,167,9.800000000000011
6136,L,1740,28.9,129,9.899999999999977
8072,L,1646,29.5,106,11.5
5468,L,1383,51.4,160,9.5
1537,M,1326,54.4,75,10.699999999999989
1372,M,1495,38.7,88,11.600000000000023
9153,L,1260,53.6,137,11.100000000000023
7834,L,1604,38.7,185,11.399999999999977
2535,L,1729,26.6,73,9.800000000000011
641,M,1515,38.8,124,11.700000000000045
8544,M,1365,48.7,56,10.899999999999977
8590,M,1538,48.0,171,10.5
7368,M,1359,61.1,67,10.600000000000023
778,L,1382,47.5,37,11.100000000000023
6015,H,1618,32.8,40,10.0
50,M,1412,44.1,140,10.300000000000011
4915,M,1532,41.7,32,8.800000000000011
7937,L,1490,46.4,217,10.899999999999977
6097,M,1483,40.8,28,9.899999999999977
4855,L,1568,33.8,96,8.5
8491,M,1364,58.7,123,11.100000000000023
3268,L,1550,41.5,197,8.699999999999989
2860,L,1549,43.4,233,8.799999999999955
2882,M,1588,37.0,50,9.0
7921,L,1382,49.3,177,11.199999999999989
1532,H,1438,41.4,60,10.899999999999977
773,H,1453,51.0,24,11.199999999999989
410,L,1459,41.3,196,11.200000000000045
9968,M,1609,32.4,151,9.599999999999966
1451,M,1447,39.9,78,11.300000000000011
7872,L,1308,54.7,52,11.599999999999966
1248,L,1513,42.9,212,11.300000000000011
4169,L,1632,30.5,122,8.400000000000034
7251,M,1429,42.0,206,10.099999999999966
1645,L,1622,33.3,121,9.800000000000011
4112,M,1563,41.0,184,8.600000000000023
7632,L,1444,49.3,92,11.100000000000023
3533,L,1486,40.3,6,9.0
483,L,1548,37.4,171,11.699999999999989
3047,M,1501,40.0,48,9.199999999999989
3287,L,1618,37.6,32,8.800000000000011
2653,L,1772,23.5,167,9.600000000000023
3770,M,1436,47.0,187,8.800000000000011
9111,M,1389,49.0,34,11.0
4585,L,1550,32.3,76,8.300000000000011
9986,H,1572,35.6,202,9.800000000000011
8709,M,1364,54.0,43,11.300000000000011
8708,L,1471,41.7,41,11.300000000000011
8229,M,1422,49.3,69,11.299999999999955
4790,L,1646,35.8,143,9.0
6530,L,1481,40.9,57,9.300000000000011
4298,M,1609,34.2,217,8.399999999999977
5513,L,1682,30.9,58,9.399999999999977
2831,M,1411,41.6,160,8.900000000000034
879,M,1685,34.9,84,10.600000000000023
7180,L,1523,42.3,25,9.900000000000034
5599,L,1441,52.1,79,9.300000000000011
2686,L,1609,32.5,27,9.599999999999966
2159,M,1399,49.7,207,9.5
706,L,1507,38.2,94,11.300000000000011
7650,H,1662,29.0,137,11.100000000000023
6299,L,1428,44.1,103,9.399999999999977
6358,L,1398,54.8,39,9.600000000000023
9683,L,1394,46.6,27,10.899999999999977
977,M,1392,51.3,124,10.600000000000023
1255,H,1430,49.4,2,11.300000000000011
7580,L,1436,56.8,173,10.800000000000011
3666,M,1358,50.6,133,9.400000000000034
9555,M,1440,45.5,146,11.399999999999977
3655,L,1603,35.9,104,9.299999999999955
6022,L,1814,21.4,59,10.100000000000023
7835,L,1483,45.6,187,11.399999999999977
9233,L,1350,52.0,136,10.900000000000034
9400,L,1477,44.8,170,10.5
3712,L,1543,38.5,37,9.300000000000011
4899,H,1460,53.7,214,8.799999999999955
4639,L,1474,34.8,215,8.199999999999989
7171,M,1442,39.5,4,9.899999999999977
8892,M,1681,28.3,116,11.199999999999989
8223,L,1755,27.9,56,11.5
8551,L,1456,45.5,75,10.899999999999977
3194,L,1401,44.5,0,9.100000000000023
8902,L,1446,50.1,144,11.300000000000011
6990,M,1608,35.3,167,10.400000000000034
8650,L,1328,61.8,98,11.0
3820,L,1567,36.4,100,8.5
1072,L,1425,49.1,163,10.900000000000034
9531,H,1405,53.6,86,11.299999999999955
2868,H,1390,48.5,7,8.900000000000034
472,H,1419,42.4,139,11.5
9923,H,1566,39.1,36,10.199999999999989
8260,L,1471,38.4,146,11.399999999999977
9121,L,1525,38.7,62,11.0
1209,L,1489,44.1,96,11.100000000000023
4232,L,1340,47.8,54,8.600000000000023
3980,L,1439,41.8,96,9.0
4110,M,1475,47.8,179,8.700000000000045
4517,L,1539,39.0,119,7.800000000000011
6161,L,1570,34.0,192,9.899999999999977
1219,M,1702,30.7,124,11.199999999999989
7127,M,1542,33.9,100,9.399999999999977
91,L,1753,25.8,33,10.0
9898,L,1357,47.1,176,10.5
8566,L,1489,36.5,109,10.800000000000011
1957,M,1364,46.8,89,9.800000000000011
9283,M,1414,44.3,68,10.699999999999989
502,M,1464,46.2,218,11.699999999999989
3088,M,1474,45.2,152,9.100000000000023
2181,H,1597,36.3,35,9.599999999999966
2559,M,1881,23.9,137,9.800000000000011
2103,L,1325,62.0,47,10.0
757,L,1584,40.4,227,11.199999999999989
9018,M,1369,52.0,214,10.800000000000011
6220,H,1407,43.9,111,9.5
6557,L,1686,27.9,135,9.199999999999989
5244,L,1721,34.8,50,9.400000000000034
7260,M,1500,43.0,9,10.100000000000023
1908,L,1504,42.4,180,9.700000000000045
4810,L,1656,32.7,195,8.800000000000011
740,L,1390,41.8,184,11.5
393,M,1490,43.4,154,10.899999999999977
8503,H,1279,55.9,152,11.199999999999989
1658,M,1374,48.8,156,9.899999999999977
4142,H,1462,38.3,49,8.400000000000034
4294,L,1393,44.9,208,8.199999999999989
5759,L,1501,40.8,59,9.400000000000034
8711,L,1712,32.1,48,11.399999999999977
7853,L,1515,37.5,5,11.399999999999977
2344,L,1305,61.4,17,9.199999999999989
584,H,1697,32.2,210,11.900000000000034
9813,M,1411,45.8,157,10.900000000000034
3208,M,1642,31.2,37,8.800000000000011
1064,M,1664,32.8,142,11.0
6629,L,1593,34.5,102,8.899999999999977
2631,L,1372,39.6,105,9.800000000000011
6783,L,1531,53.4,57,9.5
1742,M,1363,49.2,149,9.5
8710,L,1578,35.6,46,11.399999999999977
2444,L,1647,35.0,74,9.399999999999977
9222,M,1675,30.0,110,11.199999999999989
5403,L,1421,48.5,0,9.600000000000023
5040,H,1689,32.5,134,9.199999999999989
6987,L,1688,30.7,161,10.400000000000034
2039,L,1405,55.2,103,9.800000000000011
7581,L,1495,51.2,175,10.900000000000034
214,L,1386,44.9,135,10.300000000000011
5613,L,1486,42.4,112,9.300000000000011
3618,L,1529,41.6,12,9.199999999999989
4755,M,1384,54.8,48,8.199999999999989
9429,H,1837,28.4,34,10.600000000000023
5152,L,1409,56.0,19,9.300000000000011
4240,L,1446,37.6,75,8.699999999999989
2184,M,1577,39.8,48,9.699999999999989
2010,M,1717,28.7,29,9.699999999999989
5690,L,1543,31.1,96,9.400000000000034
3205,L,1404,54.8,29,8.899999999999977
1479,L,1568,35.8,140,11.099999999999966
8899,L,1532,38.7,136,11.200000000000045
501,M,1804,27.4,215,11.699999999999989
1738,L,1743,27.3,134,9.5
8176,M,1445,41.2,169,11.400000000000034
9383,L,1610,33.6,115,10.699999999999989
2340,L,1466,41.3,8,9.0
8908,M,1404,43.7,160,11.400000000000034
2276,L,1605,37.0,78,9.300000000000011
5387,L,1469,42.0,214,9.300000000000011
1800,M,1427,45.1,95,9.5
1306,L,1672,30.4,150,11.199999999999989
3754,L,1463,46.8,150,8.800000000000011
1912,M,1316,57.2,191,9.699999999999989
5611,L,1407,41.2,107,9.299999999999955
7045,M,1505,35.6,105,9.900000000000034
6899,M,1448,43.9,145,10.600000000000023
5003,L,1627,31.7,40,9.100000000000023
6502,M,1600,36.0,204,9.100000000000023
1258,L,1466,43.0,15,11.399999999999977
8632,H,1506,37.0,54,11.0
5520,L,1452,47.4,77,9.399999999999977
2437,H,1662,30.4,55,9.199999999999989
3503,M,1346,44.6,142,9.099999999999966
2328,M,1420,50.3,208,9.399999999999977
3438,L,2297,15.8,191,9.0
6957,M,1434,39.1,82,10.399999999999977
5631,M,1615,32.9,159,9.399999999999977
8934,M,1544,41.7,6,11.0
3388,M,1290,65.3,63,9.199999999999989
832,M,1544,42.3,170,10.799999999999955
7974,L,1682,29.7,83,11.199999999999989
1609,L,1393,38.0,29,9.899999999999977
9164,L,1415,47.3,169,11.0
700,H,1416,39.2,74,11.199999999999989
9054,M,1638,32.2,84,11.100000000000023
427,L,1501,44.9,20,11.100000000000023
8485,L,1397,50.3,110,11.100000000000023
8802,L,1488,36.4,71,11.200000000000045
3513,M,1393,49.5,168,9.199999999999989
6343,M,1444,42.0,3,9.5
9334,L,1450,40.5,199,10.5
2409,L,1356,52.6,188,9.399999999999977
835,H,1333,50.2,177,10.799999999999955
5984,H,1466,45.2,188,10.0
6169,M,1778,27.1,215,9.900000000000034
1501,M,2101,17.4,198,10.699999999999989
5051,H,1701,30.4,171,9.0
9461,M,1399,45.2,125,10.800000000000011
1534,M,1339,51.4,68,10.899999999999977
8548,M,1666,24.3,68,11.0
3521,L,1669,32.2,191,9.100000000000023
1151,L,1456,50.0,166,10.799999999999955
8781,M,1327,52.1,24,11.100000000000023
7215,M,1625,41.2,109,9.900000000000034
9486,L,1589,34.2,197,10.700000000000045
6444,L,1537,33.3,52,9.5
5446,M,1648,32.1,104,9.800000000000011
8022,M,1499,34.6,207,11.0
6594,L,1679,29.5,10,9.099999999999966
7873,L,1532,37.2,54,11.699999999999989
9338,H,1500,40.3,207,10.399999999999977
9571,L,1384,48.2,188,11.199999999999989
1975,L,1450,48.7,138,9.600000000000023
5896,M,1460,46.7,166,9.699999999999989
6764,M,1782,26.5,6,9.400000000000034
2368,M,1496,39.4,80,9.199999999999989
8920,L,1693,28.0,188,11.100000000000023
6026,L,1336,53.3,68,10.300000000000011
4348,H,1724,27.5,126,7.900000000000034
3787,L,1587,36.6,20,8.599999999999966
5789,L,1443,43.3,134,9.699999999999989
7131,L,1428,48.8,109,9.299999999999955
4931,L,1663,33.9,78,8.900000000000034
4148,L,1398,44.0,65,8.400000000000034
7297,H,1881,21.9,102,10.399999999999977
1864,M,1517,39.5,69,9.800000000000011
8379,M,1331,61.6,46,11.099999999999966
9432,L,1430,57.0,43,10.600000000000023
1852,M,1365,49.2,36,9.600000000000023
5251,L,1332,52.9,66,9.399999999999977
6039,L,1496,38.3,99,10.300000000000011
2222,L,1372,60.4,149,9.399999999999977
417,L,1495,37.8,211,11.100000000000023
1223,L,1399,59.0,135,11.300000000000011
5101,M,1437,47.2,102,9.300000000000011
1652,L,1414,51.7,140,9.800000000000011
810,L,1452,45.7,122,10.700000000000045
3732,M,1377,43.0,91,9.0
797,M,2010,18.9,86,11.0
7809,L,1627,36.7,118,11.5
8347,L,1601,35.7,176,11.0
5368,M,1766,26.7,157,9.399999999999977
989,H,1774,25.9,154,10.800000000000011
9197,L,1607,37.7,49,10.899999999999977
9260,M,1694,28.0,5,10.800000000000011
5293,M,1567,35.0,168,9.400000000000034
261,M,1522,49.1,22,10.100000000000023
5248,L,1405,38.3,58,9.5
3235,L,1489,38.4,109,8.599999999999966
6301,L,1517,39.4,107,9.5
5202,M,1396,47.3,158,9.0
3746,L,1738,25.8,128,8.799999999999955
6293,L,1614,31.6,84,9.399999999999977
8281,L,1602,39.1,211,11.800000000000011
2191,M,1471,44.3,67,9.5
6440,L,1656,32.7,44,9.5
2336,L,1509,39.4,0,9.199999999999989
4019,M,1783,23.1,190,8.800000000000011
3129,M,1462,42.8,50,9.399999999999977
5429,L,1453,47.3,62,9.699999999999989
4561,L,1597,41.9,15,8.0
6254,L,1615,30.9,200,9.5
2228,L,1965,20.4,164,9.300000000000011
5900,H,1686,27.7,176,9.700000000000045
2306,H,1342,47.5,147,9.300000000000011
5998,M,1571,34.6,228,9.699999999999989
4355,L,1456,58.1,145,7.800000000000011
5224,M,1350,47.2,2,9.300000000000011
3349,M,1532,40.7,178,9.399999999999977
3431,H,1821,26.2,171,9.0
1607,L,1505,39.7,25,9.899999999999977
4178,L,1477,39.2,144,8.399999999999977
9240,H,1436,51.9,153,10.600000000000023
6479,L,1663,29.1,145,9.300000000000011
7533,M,1629,32.1,55,11.300000000000011
6582,L,1559,36.0,196,9.0
833,L,1521,38.6,173,10.799999999999955
9088,L,1681,27.6,181,10.699999999999989
1348,L,1717,27.3,26,11.5
7797,L,1454,52.4,90,11.399999999999977
3526,L,1609,31.7,202,9.099999999999966
3502,H,1291,63.6,137,9.100000000000023
3809,M,1762,24.5,73,8.599999999999966
4530,M,1586,34.3,149,8.0
6009,L,1431,39.3,22,10.0
4338,L,1440,43.4,100,8.299999999999955
3512,L,1322,53.0,166,9.199999999999989
4041,L,1767,27.4,11,8.800000000000011
2592,L,1522,46.4,2,9.700000000000045
3489,L,1379,54.8,99,9.0
2959,M,1481,44.5,49,8.699999999999989
7795,M,1415,55.8,82,11.400000000000034
3507,H,1435,47.2,152,9.199999999999989
7014,M,1544,36.3,21,10.0
9423,L,1665,29.6,20,10.399999999999977
7828,M,1452,44.3,167,11.300000000000011
8164,L,1574,36.4,135,11.400000000000034
6971,L,1436,44.9,119,10.300000000000011
7969,L,1811,23.2,72,11.300000000000011
5756,L,1391,49.2,52,9.299999999999955
2738,M,1508,41.2,152,9.400000000000034
2453,M,2329,14.6,95,9.5
4659,L,1679,34.8,25,8.099999999999966
4403,H,1506,33.8,43,7.899999999999977
5790,M,1416,49.0,136,9.699999999999989
1673,L,1432,49.8,198,9.699999999999989
5054,L,1514,34.3,180,9.099999999999966
4474,L,1551,35.9,6,7.800000000000011
7798,L,1476,39.0,92,11.399999999999977
8578,L,1502,43.2,139,10.699999999999989
1317,L,1507,36.7,173,11.300000000000011
